Job_offer,Label
"Il candidato ideale ha sviluppato competenze all'interno di una software house nella installazione ed assistenza per software di tipo ERP, CRM, tipo: Zucchetti, TeamSystem, Sam Erp2, Passepartout, Impresa Erp.",Programmer
"Siamo alla ricerca di un:Sistemista/Architect in ambito Middleware Infrastructure Operations DataCenter.

   - Ottima conoscenza Platform Container IAAS/PAAS ed orchestratore Kubernetes
   - Analisi e implementazioni di architetture su Aws Public Cloud
   - Analisi e Implementazioni di architetture di Log Monitoring e Analisys mediante ELK Stack
   - Analisi e Implementazioni architetture distribuite di event streaming tramite lo stack KAFKA #925286",System Analyst
"Eccellenza, qualità, entusiasmo e dinamismo sono valori che caratterizzano il nostro lavoro quotidiano ci permettono di raggiungere obiettivi sfidanti ed essere presenti con i nostri servizi su tutto il territorio nazionale attraverso le nostre di sedi di Roma, Milano, Napoli e Terni.

   Chi sceglierà di entrare a far parte della nostra azienda intraprenderà un percorso professionale e di formazione teso a valorizzare le competenze acquisite, coerentemente con la domanda di mercato ed il business di riferimento.

   Siamo alla costante ricerca di persone motivate, appassionate ed interessate a far parte di un gruppo dove ognuno potrà contribuire attivamente al raggiungimento degli obiettivi aziendali.

   Siamo alla ricerca un Sistemista Windows Senior che avrà l'opportunità di partecipare ad un grande progetto con lunga visibilità per un nostro strategico cliente.

   Il candidato sarà inserito nel team di Operations del nostro cliente e dovrà avere effettive ed elevate competenze nella gestione di sistemi Windows.",System Analyst
"All'interno dell'area Software Development avrai la possibilità di:
     * Contribuire alla realizzazione e progettazione dei prodotti Inpeco;
     * Partecipare al processo di raccolta e analisi delle esigenze degli utenti, contribuendo alla traduzione in requisiti software;
     * Progettare e implementare nuove funzionalità del software back-end;
     * Integrare il software con strumenti di continuous integration & delivery;
     * Redigere la documentazione tecnica correlata., * la sede di Pula si trova immersa nel verde e lontano dal caos della città;
     * utilizziamo il car pooling per raggiungere comodamente la sede e contribuire a diminuire l'inquinamento ambientale;
     * la possibilità di utilizzare lo smart working sino a 4 giorni a settimana;
     * formazione continua in affiancamento e partecipazione a corsi, seminari ed eventi sia interni che esterni;
     * ticket restaurant;
     * delle convenzioni per carta di credito, assicurazione sanitaria, fondo pensionistico;
     * un piano welfare aziendale che consente di utilizzare una piattaforma online che garantisce servizi sanitari, viaggi e pernottamenti, buoni acquisto presso i più importanti negozi della grande distribuzione e tanto altro;
     * la possibilità di crescita professionale e salariale attraverso tre diverse iniziative:

    1. una procedura strutturata di performance appraisal annuale attraverso cui valutiamo il raggiungimento degli obiettivi individuali;
    2. un processo di salary review annuale legato alla performance e allo sviluppo professionale;
    3. un sistema di job posting interno per consentire ai dipendenti di aspirare a ruoli sempre più stimolanti e di responsabilità all'interno dell'azienda, che consente anche la mobilità fra le varie sedi Inpeco.",Software Engineer
"Sctech S.r.l. investe su giovani diplomati e laureati, anche prima esperienza, da formare nella programmazione con conseguente inserimento lavorativo presso degli enti, nostri clienti. Siamo alla ricerca di un ragazzo/a età massima 28 anni con Diploma/Laurea, con voglia e passione per l'informatica da formare ed inserire nel proprio organico, voto minimo Diploma 80/100, Durante la formazione ogni allievo sarà seguito nella comprensione dei più complessi algoritmi, saranno favoriti tutti quei candidati che hanno una predisposizione per il calcolo ed una discreta conoscenza della lingua Inglese. Per candidarsi inviare lettera motivazionale, curriculum e autorizzazione al trattamento dei dati personali (ai sensi del D.lgs 196/03 e del regolamento UE Gdpr 679/2016), indicando nell'oggetto della mail il titolo dell'annuncio e/o la sigla di riferimento. p iva 14736111007",Programmer
"Siamo alla ricerca di figure in ambito ICT nello specifico di Java Developers da un anno di esperienza in poi, per un nostro importante cliente con sede fisica nella città di Firenze.

   La retribuzione varia in base alla seniority.

   Affiancamento iniziale da remoto fino a ripresa totale delle attività per situazione di emergenza.

Competenze richieste",Java Developer
"Entrerà in una realtà giovane e in forte crescita e sarà parte del team di sviluppo, che collabora strettamente con il Customer Service, contribuendo al lancio di un nuovo ramo di business.",Software Engineer
"Inserita nel team IT, la risorsa si occuperà di sviluppare applicativi molto complessi per gestire sia le attività interne al gruppo sia per supportare e migliorare le attività dei propri clienti.

   Siamo pertanto alla ricerca di un appassionato/a di sviluppo software che ama risolvere problemi e proporre soluzioni sempre nuove.

   La possibilità di lavorare all'interno di un team tecnico strutturato e ben articolato unito ad un percorso di crescita professionale interna, sono solo alcuni elementi di spicco di questa importante opportunità professionale.",Java Developer
"Per una primaria realtà di prodotto, leader nel territorio Italiano per soluzioni innovative di e-Commerce e Customer Experience, siamo alla ricerca di un Senior Web developer. Inserita in un contesto dinamico e stimolante, la risorsa sarà responsabile delle attività di sviluppo di siti web con l'obiettivo di migliorare i processi esistenti e suggerire soluzioni tecniche ad hoc.",Web Developer
"Junior Developer

   La risorsa selezionata verrà inserita in una realtà in forte espansione e si occuperà dello sviluppo degli applicativi interni dedicati alla produzione.",Programmer
"Digivents azienda leader nello sviluppo software per eventi digitali, con sedi a Milano, Madrid, Avellino ricerca per ampliamento del proprio organico un FULL STACK DEVELOPER con possibilità di formazione e crescita allinterno dellazienda con le seguenti conoscenze",Web Developer
il candidato sarà affiancato al collega senior per la formazione attinente alle attività di sviluppo da seguire con l'obbiettivo di poter seguire in autonomia le attività che verranno assegnate,Programmer
"SOFTWARISTA JUNIOR
       La figura si occuperà di:
       - programmazione interna e da remoto con linguaggi PLC
       - Il ruolo prevede lavoro interno, inteso come sviluppo e pre-collaudo interno macchine, seguito dal collaudo in campo.
       Per la conformazione degli impianti il candidato deve avere apertura anche verso la meccanica e l'elettromeccanica.",Programmer
"Per azienda multinazionale del settore Aerospace, siamo alla ricerca di un Software Engineer. La risorsa selezionata sarà inserita all'interno del team di sviluppo software specializzato nella realizzazione di sistemi integrati.",Software Engineer
"La figura, inserita all'interno di un team multiculturale e dinamico che si occupa dello studio e realizzazione delle politiche europee in ambito agricolo, si dedicherà allo sviluppo di applicazioni web che consentono gli scambi di queste policies tra la Commissione Europea e i diversi Stati membri.
   In particolare:
   - gestirà l'applicazione per la manutenzione del software, correzione dei bug e supposto nello sviluppo ed evoluzione necessari;
   - supporterà lo sviluppo dell'architettura web per l'analisi, la visualizzazione e l'interoperabilità dei dati delle altre applicazioni (supporto tecnico per i nuovi sviluppi; revisione, valutazione tecnica e supporto per la piattaforma; fornitura di testi di controllo).",Programmer
"Mansioni:
   Svolge attività di monitoraggio dei sistemi applicativi e middleware su installazioni cliente di dimensioni medio-grandi, facendosi carico della gestione completa degli incident:
     * troubleshooting
     * individuazione della root cause
     * risoluzione o eventuale escalation
     * comunicazione verso cliente/colleghi.

   E' in grado di effettuare attività di configurazione a livello di sistema operativo e database con buon grado di autonomia.
   Ha sufficiente know how dei linguaggi di scripting per il loro utilizzo nell'automazione di processo in ambito sistemistico: backup, trasferimento dati, script di monitoraggio etc.
   Ha le capacità per poter affrontare tematiche e situazioni nuove anche attraverso formazione autonoma e approccio proattivo.
   Si valutano sia figure senior sia figure con 2-3 anni di esperienza.
   Per la figura senior è richiesta capacità/esperienza di gestione di un team di persone.",System Analyst
Java Developer Ambito Bancario - Milano,Java Developer
"La risorsa sarà inserite all'interno della struttura di Ingegneria di Sistema entrando a far parte di un team di sviluppatori e partecipando in modo attivo alle dinamiche che il mercato richiede.

   Il candidato si occuperà principalmente di programmazione e dopo aver acquisito le capacità necessarie sarà in grado di coprire il ciclo completo di analisi e sviluppo.",Software Engineer
"Sistemista Junior di Control Room La posizione nello specifico concerne la gestione del monitoraggio dei sistemi e degli applicativi su server proprietari, il troubleshooting delle problematiche, interventi di primo livello ove necessario e l`eventuale instradamento delle problematiche più complesse ai tecnici di riferimento Il profilo ricercato possiede.",System Analyst
"3 cose che devi sapere in 3 hashtag

   #tech

   Ebbene sì, lavoriamo con l'affascinante mondo delle infrastrutture, reti e sistemi cloud.

   È importante che questo mondo affascini anche te!

   La tua mission sarà infatti dare supporto al team nella progettazione e gestione delle reti informatiche, curando la manutenzione e l'installazione di componenti hardware e software, con uno sguardo rivolto alle nuove tecnologie cloud.

   Questo servizio sarà destinato sia al cliente interno (le altre company del gruppo) sia al mercato, ma lo scopo è unico: aiutare le organizzazioni ad affrontare le loro sfide professionali., Diventerai un A-People e svolgerai la tua attività a contatto con le altre FedCo.: in alcuni casi saranno per te il cliente interno, in altre saranno partner per realizzare progetti sfruttando le più innovative tecnologie.

   Ti confronterai con professionisti di diversi ambiti e lavorerai in team che appartengono a sedi diverse., Altea Federation è una realtà aziendale Covey compliant,

   Secondo Stephen Covey, uno dei più importanti studiosi a livello mondiale delle tematiche dell'efficacia e della crescita personale, sono 7 le abitudini (#7 Habits) che distinguono le persone altamente efficaci.

   In altre parole, assertività, empatia, team working, capacità di costruire relazioni. Gestirai situazioni complesse e ti interfaccerai con molteplici attori.

   Le tue abilità relazionali faranno la differenza nel raggiungimento degli obiettivi.",System Analyst
